City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,hukumati azrah,34.1736,69.6457,7.63,70,0,0.55,AF,2023-10-22 21:32:27
301,rakvere,59.3464,26.3558,3.61,98,100,0.15,EE,2023-10-22 21:32:27
302,peterhead,57.5058,-1.7981,3.22,76,8,4.96,GB,2023-10-22 21:32:28
303,tempio pausania,40.8974,9.1035,12.51,76,74,1.71,IT,2023-10-22 21:32:28
304,kosonsoy,41.2561,71.5508,11.31,55,100,0.35,UZ,2023-10-22 21:27:24
305,lompoc,34.6391,-120.4579,26.55,74,40,8.05,US,2023-10-22 21:32:28
306,kirensk,57.7853,108.1119,-0.6,77,90,3.98,RU,2023-10-22 21:32:28
307,yonan-up,37.9089,126.1611,12.59,82,23,0.3,KP,2023-10-22 21:32:29
308,zhanaozen,43.3,52.8,5.44,65,0,3.46,KZ,2023-10-22 21:32:29
309,puerto rosario,-24.45,-57.0833,35.09,31,76,2.43,PY,2023-10-22 21:32:29
310,kuta,-8.7233,115.1723,25.97,94,40,1.03,ID,2023-10-22 21:32:29
311,cabo san lucas,22.8909,-109.9124,30.61,83,75,6.17,MX,2023-10-22 21:32:29
312,poso,-1.3959,120.7524,25.3,77,29,1.64,ID,2023-10-22 21:32:30
313,port alfred,-33.5906,26.891,15.4,70,65,7.22,ZA,2023-10-22 21:32:30
314,afua,-0.1567,-50.3867,28.01,71,45,4.39,BR,2023-10-22 21:32:30
315,aiquile,-18.2041,-65.1807,24.77,27,9,6.26,BO,2023-10-22 21:32:30
316,taoudenni,22.6783,-3.9836,33.66,15,80,2.99,ML,2023-10-22 21:32:30
317,hadithah,34.1397,42.3781,23.31,40,44,1.08,IQ,2023-10-22 21:32:30
318,mabalacat city,15.2167,120.55,24.04,88,20,1.03,PH,2023-10-22 21:32:31
319,aripuana,-9.1667,-60.6333,32.84,30,100,1.03,BR,2023-10-22 21:32:31
320,pandan,14.0453,124.1694,25.83,88,100,1.69,PH,2023-10-22 21:32:31
321,chahal guatemala,15.75,-89.5667,28.2,66,99,1.72,GT,2023-10-22 21:32:31
322,kruisfontein,-34.0033,24.7314,11.4,78,5,3.66,ZA,2023-10-22 21:32:31
323,abbeville,50.1,1.8333,10.98,83,1,2.58,FR,2023-10-22 21:30:03
324,abepura,-2.6333,140.5833,25.45,83,20,2.06,ID,2023-10-22 21:32:32
325,zhanjiang,21.2815,110.3427,20.35,93,100,3.13,CN,2023-10-22 21:32:32
326,tolanaro,-25.0319,46.9987,24.04,94,20,1.03,MG,2023-10-22 21:32:32
327,mazagao,-0.115,-51.2894,32.03,65,36,4.88,BR,2023-10-22 21:32:32
328,maua,-23.6678,-46.4614,19.09,93,63,2.68,BR,2023-10-22 21:32:32
329,kapa'a,22.0752,-159.319,30.05,66,75,5.66,US,2023-10-22 21:32:32
330,lautoka,-17.6167,177.4667,28.92,65,75,3.6,FJ,2023-10-22 21:32:33
331,port isabel,26.0734,-97.2086,32.05,68,20,7.72,US,2023-10-22 21:32:33
332,choibalsan,48.0667,114.5,3.68,47,0,3.05,MN,2023-10-22 21:32:33
333,soe,-9.8607,124.284,19.39,64,12,1.55,ID,2023-10-22 21:32:33
334,tadjourah,12.0,42.5,25.77,56,71,3.59,DJ,2023-10-22 21:32:34
335,juquitiba,-23.9317,-47.0683,19.65,98,94,1.2,BR,2023-10-22 21:32:34
336,jianshui,23.6363,102.8264,14.58,96,8,0.76,CN,2023-10-22 21:32:34
337,robat karim,35.4846,51.0829,17.92,39,0,3.09,IR,2023-10-22 21:32:34
338,gadzhiyevo,69.2551,33.3362,0.48,75,99,8.07,RU,2023-10-22 21:32:34
339,genhe,50.7833,121.5167,-0.91,69,17,1.45,CN,2023-10-22 21:32:34
340,port elizabeth,-33.918,25.5701,15.17,76,0,6.69,ZA,2023-10-22 21:32:32
341,flying fish cove,-10.4217,105.6791,22.82,94,19,1.54,CX,2023-10-22 21:32:35
342,bonthe,7.5264,-12.505,25.63,88,31,2.53,SL,2023-10-22 21:32:35
343,neiafu,-18.65,-173.9833,28.38,65,20,2.06,TO,2023-10-22 21:32:35
344,zhezqazghan,47.7833,67.7667,1.9,60,77,6.93,KZ,2023-10-22 21:32:36
345,jaicos,-7.3592,-41.1378,31.88,28,67,3.15,BR,2023-10-22 21:32:36
346,kilindoni,-7.9139,39.6668,26.27,75,2,5.63,TZ,2023-10-22 21:32:36
347,la ronge,55.1001,-105.2842,0.14,51,40,6.17,CA,2023-10-22 21:32:36
348,palikir - national government center,6.9248,158.1611,28.47,84,20,2.06,FM,2023-10-22 21:32:36
349,aswan,24.0934,32.907,28.46,29,0,5.29,EG,2023-10-22 21:31:27
350,sinabang,2.4803,96.3801,25.21,86,100,1.15,ID,2023-10-22 21:32:37
351,oranjemund,-28.55,16.4333,17.33,84,43,4.78,NA,2023-10-22 21:32:37
352,port macquarie,-31.4333,152.9167,21.05,37,1,2.36,AU,2023-10-22 21:32:37
353,haverfordwest,51.8017,-4.9691,11.42,94,81,6.39,GB,2023-10-22 21:32:37
354,guilin,25.2819,110.2864,14.06,69,93,1.17,CN,2023-10-22 21:32:37
355,kununurra,-15.7667,128.7333,23.99,94,1,1.54,AU,2023-10-22 21:32:37
356,al bahah,20.0129,41.4677,18.68,33,0,5.09,SA,2023-10-22 21:32:38
357,muisne,0.6,-80.0333,25.93,78,97,4.26,EC,2023-10-22 21:32:38
358,susuman,62.7833,148.1667,-17.21,99,66,0.23,RU,2023-10-22 21:32:38
359,crane,31.3974,-102.3501,26.86,44,100,7.06,US,2023-10-22 21:32:38
360,eaton rapids,42.5092,-84.6558,10.23,69,5,2.73,US,2023-10-22 21:32:39
361,quang ngai,15.1167,108.8,24.1,93,100,2.13,VN,2023-10-22 21:32:39
362,victoria falls,-17.9235,25.843,24.85,54,70,2.1,ZW,2023-10-22 21:32:39
363,dalandzadgad,43.5708,104.425,5.76,31,3,2.13,MN,2023-10-22 21:32:39
364,enkoping,59.6361,17.0777,4.92,91,99,2.09,SE,2023-10-22 21:32:40
365,chapaev,50.2,51.1667,3.21,60,96,1.31,KZ,2023-10-22 21:32:40
366,banjar,-8.19,114.9675,24.26,90,19,1.62,ID,2023-10-22 21:32:40
367,i-n-salah,27.1935,2.4607,29.81,21,0,2.53,DZ,2023-10-22 21:32:40
368,nikolayevsk-on-amure,53.1406,140.73,-0.71,67,68,4.64,RU,2023-10-22 21:32:40
369,yuzhno-kurilsk,44.0306,145.8556,9.6,75,92,6.14,RU,2023-10-22 21:32:41
370,olinda,-8.0089,-34.8553,26.85,74,40,4.63,BR,2023-10-22 21:30:11
371,tenenkou,14.4572,-4.9169,34.21,25,56,2.11,ML,2023-10-22 21:32:41
372,keflavik,64.0049,-22.5624,4.24,93,75,1.54,IS,2023-10-22 21:32:41
373,sarankhola,22.3082,89.7897,23.27,90,100,0.55,BD,2023-10-22 21:32:41
374,amurzet,47.6967,131.0981,1.36,68,0,2.27,RU,2023-10-22 21:32:41
375,travnik,44.2267,17.6706,12.86,93,93,1.24,BA,2023-10-22 21:31:39
376,timon,-5.0942,-42.8367,34.88,41,0,1.54,BR,2023-10-22 21:32:42
377,brigantine,39.4101,-74.3646,15.11,53,20,7.72,US,2023-10-22 21:32:42
378,noshiro,40.2039,140.0242,11.74,66,2,2.95,JP,2023-10-22 21:32:42
379,churachandpur,24.3333,93.6667,17.32,94,100,0.25,IN,2023-10-22 21:32:42
380,mwaro,-3.5,29.6667,15.74,80,4,0.32,BI,2023-10-22 21:32:43
381,borogontsy,62.6683,131.1683,-8.95,97,100,1.05,RU,2023-10-22 21:32:43
382,yicheng,31.3705,119.8703,16.34,86,0,1.26,CN,2023-10-22 21:32:43
383,dongcun,36.7767,121.1597,12.67,57,2,1.72,CN,2023-10-22 21:32:43
384,tchibanga,-2.85,11.0333,22.32,98,87,0.16,GA,2023-10-22 21:32:43
385,haiku-pauwela,20.9219,-156.3051,27.92,70,40,2.24,US,2023-10-22 21:32:43
386,casper,42.8666,-106.3131,22.12,29,0,2.06,US,2023-10-22 21:32:44
387,cururupu,-1.8283,-44.8683,25.36,85,55,1.86,BR,2023-10-22 21:32:44
388,kavaratti,10.5669,72.642,28.41,72,94,2.29,IN,2023-10-22 21:32:44
389,illela,13.7292,5.2975,29.57,14,3,3.69,NG,2023-10-22 21:32:44
390,munchenbuchsee,47.0218,7.4504,11.86,79,0,0.51,CH,2023-10-22 21:32:44
391,natal,-5.795,-35.2094,27.12,78,40,5.66,BR,2023-10-22 21:32:22
392,callao,-12.0667,-77.15,23.16,68,0,3.6,PE,2023-10-22 21:32:45
393,macheng,31.1783,115.0319,13.59,60,0,1.42,CN,2023-10-22 21:32:45
394,lejanias,3.5251,-74.0216,21.47,99,100,1.35,CO,2023-10-22 21:32:45
395,virginia beach,36.8529,-75.978,21.04,51,20,7.72,US,2023-10-22 21:32:45
396,conceicao do araguaia,-8.2578,-49.2647,31.46,39,100,1.55,BR,2023-10-22 21:32:46
397,vadso,70.0744,29.7487,0.49,69,75,4.12,NO,2023-10-22 21:32:46
398,moranbah,-22.0016,148.0466,25.1,44,2,5.72,AU,2023-10-22 21:32:46
399,tippi,7.2,35.45,17.83,98,99,1.34,ET,2023-10-22 21:32:46
400,sampacho,-33.3839,-64.7221,18.81,83,100,3.04,AR,2023-10-22 21:29:42
401,launceston,-41.45,147.1667,16.86,87,100,2.57,AU,2023-10-22 21:32:46
402,coahuayana de hidalgo,18.7,-103.6583,29.3,67,75,2.05,MX,2023-10-22 21:32:47
403,vic-en-bigorre,43.3833,0.05,14.54,69,93,2.43,FR,2023-10-22 21:32:47
404,whakatane,-37.9585,176.9854,18.82,64,2,2.68,NZ,2023-10-22 21:32:47
405,saldanha,-33.0117,17.9442,16.03,73,100,3.2,ZA,2023-10-22 21:32:47
406,san antonio de pale,-1.4014,5.6325,25.94,83,54,7.11,GQ,2023-10-22 21:32:47
407,sungai raya,0.7,108.9,24.96,87,100,1.2,ID,2023-10-22 21:32:47
408,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,7.2,EC,2023-10-22 21:32:48
409,yusufeli,40.8204,41.5443,16.82,67,1,0.59,TR,2023-10-22 21:32:48
410,gladstone,-23.85,151.25,23.77,68,75,0.51,AU,2023-10-22 21:32:48
411,smithers,54.7804,-127.1743,4.18,75,40,2.57,CA,2023-10-22 21:32:49
412,vorkuta,67.5,64.0,-5.22,96,100,2.24,RU,2023-10-22 21:32:49
413,selkirk,50.1436,-96.8845,13.08,77,100,1.34,CA,2023-10-22 21:32:49
414,sao paulo de olivenca,-3.3783,-68.8725,27.99,70,100,1.3,BR,2023-10-22 21:32:49
415,bamboo flat,11.7,92.7167,24.05,100,40,0.0,IN,2023-10-22 21:32:50
416,sarandi del yi,-33.35,-55.6333,19.5,97,100,3.3,UY,2023-10-22 21:32:50
417,berdigestyakh,62.0989,126.6992,-8.58,98,100,1.35,RU,2023-10-22 21:30:18
418,kapit,2.0167,112.9333,22.56,99,100,0.66,MY,2023-10-22 21:32:51
419,le vauclin,14.5452,-60.8388,30.03,74,0,1.03,MQ,2023-10-22 21:32:51
420,puttalam,8.0362,79.8283,24.96,87,99,5.56,LK,2023-10-22 21:32:51
421,salekhard,66.53,66.6019,-3.96,92,100,3.83,RU,2023-10-22 21:32:01
422,lorengau,-2.0226,147.2712,28.03,76,77,2.64,PG,2023-10-22 21:32:52
423,yarmouth,41.7057,-70.2286,14.08,69,100,9.83,US,2023-10-22 21:32:52
424,pochaiv,50.0051,25.5118,12.59,80,73,8.28,UA,2023-10-22 21:32:40
425,embrun,44.5639,6.4953,7.92,80,87,2.07,FR,2023-10-22 21:32:53
426,kone,-21.0595,164.8658,25.34,51,80,2.88,NC,2023-10-22 21:32:53
427,klaksvik,62.2266,-6.589,9.51,94,98,7.16,FO,2023-10-22 21:32:53
428,saskatoon,52.1168,-106.6345,7.99,65,75,6.71,CA,2023-10-22 21:32:53
429,selfoss,63.9331,-20.9971,1.69,87,100,1.82,IS,2023-10-22 21:32:53
430,kailua-kona,19.6406,-155.9956,28.06,84,40,5.66,US,2023-10-22 21:32:54
431,tezu,27.9167,96.1667,18.91,39,0,2.12,IN,2023-10-22 21:32:54
432,belmonte,-15.8631,-38.8828,23.65,84,21,4.64,BR,2023-10-22 21:32:54
433,rukungiri,-0.8411,29.9419,16.38,92,61,0.71,UG,2023-10-22 21:32:54
434,shingu,33.7333,135.9833,13.26,71,71,1.95,JP,2023-10-22 21:32:54
435,madalena,41.2162,-8.3345,15.81,86,99,0.88,PT,2023-10-22 21:32:55
436,carutapera,-1.195,-46.02,26.91,81,56,4.3,BR,2023-10-22 21:32:55
437,ust-tsilma,65.441,52.1498,-0.58,80,91,5.7,RU,2023-10-22 21:32:55
438,kanniyakumari,8.0833,77.5667,26.05,81,98,2.88,IN,2023-10-22 21:32:55
439,klyuchi,52.2667,79.1667,6.94,81,100,11.42,RU,2023-10-22 21:32:55
440,anda,46.4,125.3167,5.81,56,0,5.71,CN,2023-10-22 21:29:39
441,vilyuysk,63.7553,121.6247,-3.76,96,100,2.91,RU,2023-10-22 21:32:56
442,sarupathar,26.1984,93.8094,18.92,89,33,0.94,IN,2023-10-22 21:32:56
443,mogadishu,2.0371,45.3438,26.49,81,36,5.41,SO,2023-10-22 21:32:56
444,ishii,34.0667,134.4333,12.95,82,75,4.12,JP,2023-10-22 21:32:56
445,ermelo,-26.5333,29.9833,11.42,81,80,3.86,ZA,2023-10-22 21:32:39
446,laghouat,33.8,2.8651,19.52,24,0,4.59,DZ,2023-10-22 21:32:57
447,armidale,-30.5167,151.65,20.4,22,0,4.0,AU,2023-10-22 21:32:57
448,eenhana,-17.4667,16.3333,24.47,20,6,1.6,NA,2023-10-22 21:32:57
449,kayes,14.0,-11.0,26.55,69,100,3.32,ML,2023-10-22 21:32:57
450,cam ranh,11.9214,109.1591,24.98,94,20,1.54,VN,2023-10-22 21:32:57
451,pemba,-12.974,40.5178,25.61,78,58,6.96,MZ,2023-10-22 21:32:58
452,santa cruz,-17.8,-63.1667,37.03,32,29,8.23,BO,2023-10-22 21:32:27
453,xuchang,34.0167,113.8167,14.74,70,27,2.83,CN,2023-10-22 21:31:25
454,san felipe,10.3399,-68.7425,25.94,80,98,1.53,VE,2023-10-22 21:32:58
455,juan griego,11.0817,-63.9655,28.08,80,100,2.04,VE,2023-10-22 21:32:58
456,bontang,0.1333,117.5,25.83,83,100,0.56,ID,2023-10-22 21:32:58
457,barinitas,8.7622,-70.4111,22.82,95,100,0.89,VE,2023-10-22 21:32:59
458,villa ocampo,-28.4875,-59.3551,25.56,87,95,8.69,AR,2023-10-22 21:32:59
459,ust'-ilimsk,58.0006,102.6619,-1.07,82,97,2.56,RU,2023-10-22 21:32:59
460,alice springs,-23.7,133.8833,13.75,41,53,1.54,AU,2023-10-22 21:33:00
461,muroto-misakicho,33.2833,134.15,18.3,62,85,2.07,JP,2023-10-22 21:33:00
462,orita eruwa,7.55,3.4333,24.28,92,100,1.69,NG,2023-10-22 21:33:01
463,swakopmund,-22.6833,14.5333,14.43,82,10,0.89,NA,2023-10-22 21:33:01
464,corn island,12.1694,-83.0418,26.58,85,100,7.64,NI,2023-10-22 21:33:01
465,chegdomyn,51.1167,133.0167,-3.91,77,7,1.6,RU,2023-10-22 21:31:52
466,ljusdal,61.8288,16.0913,1.58,98,100,0.18,SE,2023-10-22 21:33:01
467,kongsberg,59.6652,9.6465,3.32,99,100,1.78,NO,2023-10-22 21:33:01
468,monte patria,-30.6919,-70.9467,21.33,45,14,2.62,CL,2023-10-22 21:33:02
469,tralee,52.2704,-9.7026,10.85,93,100,5.26,IE,2023-10-22 21:30:02
470,tazacorte,28.629,-17.9293,21.54,76,20,3.58,ES,2023-10-22 21:33:02
471,levski,43.3667,25.1333,20.4,50,53,1.55,BG,2023-10-22 21:33:02
472,fort bragg,35.139,-79.006,23.23,41,0,5.14,US,2023-10-22 21:33:03
473,karratha,-20.7377,116.8463,27.41,24,35,5.06,AU,2023-10-22 21:33:03
474,cooper's town,26.8667,-77.5167,25.81,67,100,2.33,BS,2023-10-22 21:33:03
475,sena madureira,-9.0656,-68.6569,33.92,39,100,1.73,BR,2023-10-22 21:33:03
476,monte carmelo,-18.7247,-47.4986,27.85,35,8,2.96,BR,2023-10-22 21:33:03
477,piti village,13.4626,144.6933,28.5,85,0,5.14,GU,2023-10-22 21:33:03
478,zima,53.9202,102.0442,1.6,80,100,4.2,RU,2023-10-22 21:33:04
479,humberto de campos,-2.5983,-43.4611,26.41,79,89,4.09,BR,2023-10-22 21:33:04
480,gorontalo,0.5412,123.0595,24.25,92,29,0.9,ID,2023-10-22 21:30:19
481,yeed,4.55,43.0333,27.89,64,92,5.59,SO,2023-10-22 21:33:04
482,prado,-17.3411,-39.2208,23.1,77,51,3.63,BR,2023-10-22 21:33:04
483,phan rang-thap cham,11.5667,108.9833,23.94,91,100,1.63,VN,2023-10-22 21:33:04
484,tengrela,10.4869,-6.4097,26.75,62,75,1.17,CI,2023-10-22 21:33:05
485,jiwani,25.05,61.7417,26.5,77,0,3.57,PK,2023-10-22 21:33:05
486,kemi,65.8596,24.8228,-9.13,92,100,2.06,FI,2023-10-22 21:33:05
487,pasuquin,18.3328,120.6177,23.97,94,75,1.03,PH,2023-10-22 21:33:05
488,plymouth,41.8334,-70.8328,13.36,65,100,4.63,US,2023-10-22 21:33:05
489,greytown,-29.0642,30.5928,8.53,92,87,1.03,ZA,2023-10-22 21:33:05
490,farnham,51.2143,-0.7959,9.7,80,30,2.57,GB,2023-10-22 21:23:56
491,galich,58.3797,42.3475,-0.86,77,100,1.5,RU,2023-10-22 21:33:06
492,sargatskoye,55.6101,73.4972,-1.69,81,99,8.62,RU,2023-10-22 21:33:06
493,hilo,19.7297,-155.09,29.03,68,0,3.6,US,2023-10-22 21:33:06
494,laurel,39.0993,-76.8483,16.22,45,0,7.2,US,2023-10-22 21:33:06
495,manaure,11.7751,-72.4445,29.05,73,92,6.35,CO,2023-10-22 21:33:06
496,cleveland,41.4995,-81.6954,9.86,69,100,6.69,US,2023-10-22 21:32:24
497,hythe,50.86,-1.4016,12.64,93,20,0.0,GB,2023-10-22 21:33:07
498,aur,8.1499,171.1687,28.36,79,100,5.8,MH,2023-10-22 21:33:07
499,sarykemer,43.0,71.5,15.71,55,100,2.09,KZ,2023-10-22 21:33:07
500,curup,-3.4667,102.5333,19.1,92,70,1.24,ID,2023-10-22 21:33:07
501,sidi khaled,34.387,4.9879,21.47,30,5,1.78,DZ,2023-10-22 21:33:07
502,eraan,9.0629,117.7016,25.88,86,54,1.22,PH,2023-10-22 21:33:08
503,shwebo,22.5667,95.7,23.5,82,99,1.33,MM,2023-10-22 21:33:08
504,holualoa,19.6228,-155.9522,25.99,84,40,5.66,US,2023-10-22 21:33:08
505,sandnessjoen,66.0217,12.6316,5.23,52,0,1.54,NO,2023-10-22 21:32:02
506,chipinge,-20.1883,32.6236,19.89,84,99,1.26,ZW,2023-10-22 21:33:09
507,chardara,41.2547,67.9692,17.01,49,100,5.0,KZ,2023-10-22 21:33:09
508,kievka,50.2619,71.5514,-0.27,68,100,10.01,KZ,2023-10-22 21:33:09
509,broken hill,-31.95,141.4333,13.13,48,72,4.29,AU,2023-10-22 21:33:09
510,salinas,36.6777,-121.6555,19.67,86,100,8.75,US,2023-10-22 21:32:38
511,trenggalek,-8.05,111.7167,22.13,90,15,0.34,ID,2023-10-22 21:33:10
512,bojnurd,37.4747,57.329,11.97,76,75,2.06,IR,2023-10-22 21:33:10
513,bandarbeyla,9.4942,50.8122,27.33,79,100,4.14,SO,2023-10-22 21:33:11
514,limoeiro do norte,-5.1456,-38.0981,26.3,71,88,5.29,BR,2023-10-22 21:33:11
515,howard springs,-12.497,131.047,25.95,90,2,1.5,AU,2023-10-22 21:33:11
516,pitimbu,-7.4706,-34.8086,26.33,74,96,5.18,BR,2023-10-22 21:33:12
517,wakkanai,45.4094,141.6739,8.94,57,99,8.05,JP,2023-10-22 21:33:12
518,gamay,12.3854,125.2979,25.89,88,98,1.39,PH,2023-10-22 21:33:12
519,ketchikan,55.3422,-131.6461,7.26,57,0,4.12,US,2023-10-22 21:33:12
520,tidjikja,18.5564,-11.4271,28.82,33,32,5.48,MR,2023-10-22 21:33:12
521,rawson,-43.3002,-65.1023,11.43,63,26,6.72,AR,2023-10-22 21:33:12
522,beira,-19.8436,34.8389,26.05,94,75,3.09,MZ,2023-10-22 21:33:12
523,aioun,16.6614,-9.6149,33.49,25,99,2.55,MR,2023-10-22 21:33:13
524,rodino,52.5,80.25,7.71,83,100,9.29,RU,2023-10-22 21:33:13
525,coyhaique,-45.5752,-72.0662,19.34,27,0,3.6,CL,2023-10-22 21:33:13
526,awjilah,29.1081,21.2869,25.75,21,0,3.2,LY,2023-10-22 21:33:13
527,fort st. john,56.2499,-120.8529,-6.06,79,100,7.2,CA,2023-10-22 21:33:13
528,naze,28.3667,129.4833,20.51,71,89,4.29,JP,2023-10-22 21:33:13
529,constitucion,-35.3333,-72.4167,14.64,74,12,4.14,CL,2023-10-22 21:29:48
530,stornoway,58.2093,-6.3865,4.46,89,20,2.06,GB,2023-10-22 21:33:14
531,vanino,49.0869,140.2543,0.42,60,2,3.73,RU,2023-10-22 21:33:14
532,teluknaga,-6.0989,106.6381,28.54,86,20,1.79,ID,2023-10-22 21:33:14
533,al jawf,29.5,38.75,23.51,36,54,5.78,SA,2023-10-22 21:33:14
534,carolina beach,34.0352,-77.8936,24.04,44,0,4.73,US,2023-10-22 21:33:14
535,anderson,34.5334,-82.6499,25.09,37,0,3.6,US,2023-10-22 21:33:15
536,murzuq,25.9155,13.9184,26.99,16,77,3.11,LY,2023-10-22 21:33:15
537,anar darah,32.7587,61.654,20.48,26,7,2.52,AF,2023-10-22 21:33:15
538,saiha,22.4833,92.9667,19.44,99,100,1.05,IN,2023-10-22 21:33:15
539,inhambane,-23.865,35.3833,24.1,76,95,4.1,MZ,2023-10-22 21:33:15
540,monrovia,6.3005,-10.7969,26.87,84,96,3.32,LR,2023-10-22 21:33:16
541,aromashevo,56.8602,68.6375,-2.35,82,11,6.0,RU,2023-10-22 21:33:16
542,mayahi,13.9553,7.6712,29.84,13,2,4.61,NE,2023-10-22 21:33:16
543,mount pearl,47.5166,-52.7813,13.97,92,100,12.35,CA,2023-10-22 21:33:17
544,arrifes,37.7667,-25.7,17.14,72,40,3.09,PT,2023-10-22 21:33:17
545,severo-yeniseyskiy,60.3725,93.0408,-0.76,83,100,3.72,RU,2023-10-22 21:33:17
546,calama,-22.4667,-68.9333,23.27,20,0,10.8,CL,2023-10-22 21:31:35
547,jiujiang,29.7333,115.9833,15.35,61,0,0.72,CN,2023-10-22 21:33:18
548,cassilandia,-19.1133,-51.7342,33.42,24,15,1.35,BR,2023-10-22 21:33:18
549,angaur state,6.906,134.13,28.4,73,80,1.09,PW,2023-10-22 21:33:19
550,kharp,66.8014,65.8081,-5.42,95,79,2.6,RU,2023-10-22 21:33:19
551,oroqen zizhiqi,50.5667,123.7167,0.01,74,9,0.61,CN,2023-10-22 21:33:19
552,tabou,4.423,-7.3528,25.36,91,28,3.22,CI,2023-10-22 21:33:19
553,paracuru,-3.41,-39.0306,27.28,82,65,5.71,BR,2023-10-22 21:33:19
554,kayyerkan,69.3786,87.7439,-2.61,100,100,6.71,RU,2023-10-22 21:33:19
555,suez,29.9737,32.5263,21.67,90,0,3.96,EG,2023-10-22 21:33:19
556,brisas de zicatela,15.8369,-97.0419,31.29,58,0,3.6,MX,2023-10-22 21:33:20
557,joao pinheiro,-17.7425,-46.1725,28.26,32,8,3.34,BR,2023-10-22 21:33:20
558,balabac,7.9868,117.0645,27.48,78,38,1.37,PH,2023-10-22 21:33:20
559,sumbawa besar,-8.5,117.4333,22.67,80,3,1.7,ID,2023-10-22 21:33:20
560,sao miguel do araguaia,-13.275,-50.1628,29.82,48,17,5.5,BR,2023-10-22 21:33:20
561,northam,51.0333,-4.2167,10.92,93,68,4.34,GB,2023-10-22 21:32:54
562,xunchang,28.4543,104.715,18.14,74,100,0.83,CN,2023-10-22 21:33:21
563,cayeli,41.0923,40.7292,20.22,53,2,2.93,TR,2023-10-22 21:33:21
564,axim,4.8699,-2.2405,25.55,90,75,2.89,GH,2023-10-22 21:32:43
565,manggar,-2.8833,108.2667,26.74,77,100,0.7,ID,2023-10-22 21:33:21
566,charters towers,-20.1,146.2667,22.45,60,71,4.13,AU,2023-10-22 21:33:21
567,mata-utu,-13.2816,-176.1745,27.68,80,100,5.04,WF,2023-10-22 21:28:30
568,xinglongshan,43.9561,125.4661,5.86,56,0,6.0,CN,2023-10-22 21:33:22
569,el kseur,36.6794,4.8555,20.47,43,0,1.54,DZ,2023-10-22 21:33:22
570,menongue,-14.6585,17.691,23.6,44,94,1.7,AO,2023-10-22 21:33:22
571,xucheng,20.35,110.1288,23.18,89,95,6.74,CN,2023-10-22 21:33:22
572,touros,-5.1989,-35.4608,25.58,76,99,6.4,BR,2023-10-22 21:33:22
573,peace river,56.2501,-117.286,-2.83,80,100,5.66,CA,2023-10-22 21:33:22
574,gornozavodsk,58.3758,58.3211,-2.66,92,100,4.32,RU,2023-10-22 21:33:23
575,colby,39.3958,-101.0524,22.12,36,0,2.57,US,2023-10-22 21:33:23
576,lys'va,58.1086,57.8053,-1.84,87,100,4.41,RU,2023-10-22 21:28:47
577,carupano,10.6678,-63.2585,27.3,85,100,0.67,VE,2023-10-22 21:33:24
578,bubaque,11.2833,-15.8333,28.23,80,80,4.82,GW,2023-10-22 21:33:24
579,kishtwar,33.3167,75.7667,8.56,71,26,2.13,IN,2023-10-22 21:33:24
580,igugunu,-4.5667,34.6333,22.19,39,2,5.9,TZ,2023-10-22 21:33:24
581,okhotsk,59.3833,143.3,-2.24,83,93,7.11,RU,2023-10-22 21:33:24
582,woolgoolga,-30.1106,153.2007,22.93,45,0,2.82,AU,2023-10-22 21:33:24
583,tomatlan,19.9333,-105.25,29.51,67,22,3.65,MX,2023-10-22 21:33:25
584,malango,-2.9627,119.9001,17.85,93,46,1.32,ID,2023-10-22 21:33:25
585,esmeralda,21.8525,-78.1169,26.59,81,35,4.2,CU,2023-10-22 21:33:25
586,lensk,60.7253,114.9278,1.47,80,100,6.23,RU,2023-10-22 21:29:00
587,kolonia,50.9333,6.95,13.25,90,75,2.57,DE,2023-10-22 21:29:17
588,lovington,32.944,-103.3485,29.07,29,100,3.13,US,2023-10-22 21:33:26
589,puerto armuelles,8.2833,-82.8667,29.99,72,91,2.24,PA,2023-10-22 21:33:26
590,tashtyp,52.7939,89.8983,5.9,70,86,1.35,RU,2023-10-22 21:33:26
591,tofol,5.3248,163.0078,28.42,74,26,2.38,FM,2023-10-22 21:33:26
592,makassar,-5.14,119.4221,25.03,83,20,1.03,ID,2023-10-22 21:33:26
593,langarud,37.197,50.1535,17.34,85,0,3.02,IR,2023-10-22 21:33:26
